date,item,category,region,sales,quantity,price_per_unit
2024-08-19,Product_C,Electronics,East,194.09,4,77.66
2024-08-20,Product_C,Electronics,East,169.16,4,56.62
2024-08-21,Product_C,Electronics,East,185.19,11,70.4
2024-08-22,Product_C,Electronics,East,176.28,5,76.8
2024-08-23,Product_C,Electronics,East,186.48,11,27.55
2024-08-24,Product_C,Electronics,East,175.99,3,77.5
2024-08-25,Product_C,Electronics,East,180.9,3,78.28
2024-08-26,Product_C,Electronics,East,184.13,5,68.87
2024-08-27,Product_C,Electronics,East,174.98,3,62.09
2024-08-28,Product_C,Electronics,East,193.78,5,24.08
2024-08-29,Product_C,Electronics,East,182.68,6,74.48
2024-08-30,Product_C,Electronics,East,187.02,8,28.2
2024-08-31,Product_C,Electronics,East,180.92,8,31.74
2024-09-01,Product_C,Electronics,East,166.85,8,48.24
2024-09-02,Product_C,Electronics,East,192.2,4,55.64
2024-09-03,Product_C,Electronics,East,219.89,12,16.93
2024-09-04,Product_C,Electronics,East,205.29,5,44.45
2024-09-05,Product_C,Electronics,East,198.94,4,69.36
2024-09-06,Product_C,Electronics,East,198.18,4,34.48
2024-09-07,Product_C,Electronics,East,202.69,5,33.77
2024-09-08,Product_C,Electronics,East,209.58,4,67.27
2024-09-09,Product_C,Electronics,East,193.9,8,34.26
2024-09-10,Product_C,Electronics,East,218.41,12,72.52
2024-09-11,Product_C,Electronics,East,215.92,11,63.58
2024-09-12,Product_C,Electronics,East,217.39,10,69.58
2024-09-13,Product_C,Electronics,East,215.96,5,80.02
2024-09-14,Product_C,Electronics,East,213.05,5,26.9
2024-09-15,Product_C,Electronics,East,220.78,16,72.91
2024-09-16,Product_C,Electronics,East,221.06,8,48.91
2024-09-17,Product_C,Electronics,East,212.59,18,33.36
2024-09-18,Product_C,Electronics,East,211.27,18,89.13
2024-09-19,Product_C,Electronics,East,218.79,11,60.16
2024-09-20,Product_C,Electronics,East,233.9,20,70.02
2024-09-21,Product_C,Electronics,East,206.52,9,90.81
2024-09-22,Product_C,Electronics,East,204.61,4,39.28
2024-09-23,Product_C,Electronics,East,221.17,4,99.65
2024-09-24,Product_C,Electronics,East,220.13,5,86.04
2024-09-25,Product_C,Electronics,East,221.3,11,61.9
2024-09-26,Product_C,Electronics,East,221.82,17,18.54
2024-09-27,Product_C,Electronics,East,216.81,4,39.4
2024-09-28,Product_C,Electronics,East,233.46,5,82.6
2024-09-29,Product_C,Electronics,East,201.92,4,99.79
2024-09-30,Product_C,Electronics,East,208.87,10,13.63
2024-10-01,Product_C,Electronics,East,215.2,8,21.71
2024-10-02,Product_C,Electronics,East,198.75,18,42.44
2024-10-03,Product_C,Electronics,East,212.22,5,60.96
2024-10-04,Product_C,Electronics,East,229.27,10,68.89
2024-10-05,Product_C,Electronics,East,211.4,10,11.29
2024-10-06,Product_C,Electronics,East,211.92,5,66.14
2024-10-07,Product_C,Electronics,East,195.31,4,13.5
2024-10-08,Product_C,Electronics,East,199.94,4,65.76
2024-10-09,Product_C,Electronics,East,200.43,6,66.22
2024-10-10,Product_C,Electronics,East,198.99,4,62.82
2024-10-11,Product_C,Electronics,East,212.88,6,99.16
2024-10-12,Product_C,Electronics,East,203.45,5,49.81
2024-10-13,Product_C,Electronics,East,184.5,4,45.03
2024-10-14,Product_C,Electronics,East,195.76,10,63.72
2024-10-15,Product_C,Electronics,East,195.9,4,93.62
2024-10-16,Product_C,Electronics,East,199.89,8,57.49
2024-10-17,Product_C,Electronics,East,201.84,10,99.61
2024-10-18,Product_C,Electronics,East,173.4,3,68.46
2024-10-19,Product_C,Electronics,East,172.94,4,74.36
2024-10-20,Product_C,Electronics,East,165.97,4,14.8
2024-10-21,Product_C,Electronics,East,173.7,6,70.73
2024-10-22,Product_C,Electronics,East,178.22,4,43.58
2024-10-23,Product_C,Electronics,East,180.97,3,25.06
2024-10-24,Product_C,Electronics,East,167.92,5,72.18
2024-10-25,Product_C,Electronics,East,163.1,4,68.38
2024-10-26,Product_C,Electronics,East,165.49,7,24.06
2024-10-27,Product_C,Electronics,East,153.36,4,63.94
2024-10-28,Product_C,Electronics,East,180.42,10,73.46
2024-10-29,Product_C,Electronics,East,141.34,5,70.1
2024-10-30,Product_C,Electronics,East,157.25,3,25.28
2024-10-31,Product_C,Electronics,East,173.72,16,80.12
2024-11-01,Product_C,Electronics,East,151.74,4,72.97
2024-11-02,Product_C,Electronics,East,148.08,3,82.25
2024-11-03,Product_C,Electronics,East,144.82,2,58.23
2024-11-04,Product_C,Electronics,East,145.13,4,46.17
2024-11-05,Product_C,Electronics,East,159.34,9,61.53
2024-11-06,Product_C,Electronics,East,122.29,5,92.92
2024-11-07,Product_C,Electronics,East,158.69,4,63.36
2024-11-08,Product_C,Electronics,East,128.2,5,14.68
2024-11-09,Product_C,Electronics,East,139.0,12,48.1
2024-11-10,Product_C,Electronics,East,136.74,10,64.62
2024-11-11,Product_C,Electronics,East,146.43,3,89.46
2024-11-12,Product_C,Electronics,East,124.23,3,29.01
2024-11-13,Product_C,Electronics,East,144.64,3,89.75
2024-11-14,Product_C,Electronics,East,160.21,8,76.37
2024-11-15,Product_C,Electronics,East,126.43,5,82.24
2024-11-16,Product_C,Electronics,East,142.2,2,12.7
2024-11-17,Product_C,Electronics,East,134.06,2,66.04
2024-11-18,Product_C,Electronics,East,145.44,2,51.85
2024-11-19,Product_C,Electronics,East,142.01,3,15.62
2024-11-20,Product_C,Electronics,East,136.16,5,16.03
2024-11-21,Product_C,Electronics,East,148.34,3,83.53
2024-11-22,Product_C,Electronics,East,162.49,3,94.42
2024-11-23,Product_C,Electronics,East,143.63,10,44.7
2024-11-24,Product_C,Electronics,East,153.93,11,28.97
2024-11-25,Product_C,Electronics,East,135.09,7,52.22
2024-11-26,Product_C,Electronics,East,139.82,6,19.09
2024-11-27,Product_C,Electronics,East,155.55,9,23.25
2024-11-28,Product_C,Electronics,East,167.16,3,78.34
2024-11-29,Product_C,Electronics,East,157.44,3,49.58
2024-11-30,Product_C,Electronics,East,152.35,7,81.85
2024-12-01,Product_C,Electronics,East,157.11,6,36.94
2024-12-02,Product_C,Electronics,East,146.28,7,21.67
2024-12-03,Product_C,Electronics,East,166.51,8,41.98
2024-12-04,Product_C,Electronics,East,170.97,4,15.63
2024-12-05,Product_C,Electronics,East,159.3,8,82.81
2024-12-06,Product_C,Electronics,East,160.78,10,40.84
2024-12-07,Product_C,Electronics,East,169.78,3,23.94
2024-12-08,Product_C,Electronics,East,164.36,12,53.61
2024-12-09,Product_C,Electronics,East,169.62,7,60.71
2024-12-10,Product_C,Electronics,East,192.78,4,22.34
2024-12-11,Product_C,Electronics,East,170.75,5,55.5
2024-12-12,Product_C,Electronics,East,171.0,10,66.16
2024-12-13,Product_C,Electronics,East,169.39,8,53.91
2024-12-14,Product_C,Electronics,East,184.5,13,51.36
2024-12-15,Product_C,Electronics,East,176.34,7,84.01
2024-12-16,Product_C,Electronics,East,172.65,14,47.67
2024-12-17,Product_C,Electronics,East,193.24,6,75.25
2024-12-18,Product_C,Electronics,East,194.98,5,70.05
2024-12-19,Product_C,Electronics,East,175.42,4,87.6
2024-12-20,Product_C,Electronics,East,163.26,7,58.42
2024-12-21,Product_C,Electronics,East,192.38,4,99.05
2024-12-22,Product_C,Electronics,East,175.69,3,43.43
2024-12-23,Product_C,Electronics,East,190.54,10,54.05
2024-12-24,Product_C,Electronics,East,162.88,4,54.33
2024-12-25,Product_C,Electronics,East,191.32,6,85.44
2024-12-26,Product_C,Electronics,East,169.94,6,87.38
2024-12-27,Product_C,Electronics,East,188.88,7,39.54
2024-12-28,Product_C,Electronics,East,181.08,6,78.62
2024-12-29,Product_C,Electronics,East,170.63,11,27.68
2024-12-30,Product_C,Electronics,East,175.18,3,25.79
2024-12-31,Product_C,Electronics,East,185.05,5,62.14
2024-01-01,Product_D,Home,West,102.19,2,11.46
2024-01-02,Product_D,Home,West,90.14,2,13.61
2024-01-03,Product_D,Home,West,97.58,2,99.28
2024-01-04,Product_D,Home,West,71.34,3,28.93
2024-01-05,Product_D,Home,West,88.26,2,32.77
2024-01-06,Product_D,Home,West,53.7,1,19.26
2024-01-07,Product_D,Home,West,70.44,4,98.12
2024-01-08,Product_D,Home,West,69.03,1,86.22
2024-01-09,Product_D,Home,West,85.84,3,70.88
2024-01-10,Product_D,Home,West,86.25,2,64.28
2024-01-11,Product_D,Home,West,80.43,2,61.78
2024-01-12,Product_D,Home,West,68.1,2,34.83
2024-01-13,Product_D,Home,West,59.89,1,30.36
2024-01-14,Product_D,Home,West,76.61,2,31.0
2024-01-15,Product_D,Home,West,68.95,1,77.24
2024-01-16,Product_D,Home,West,93.93,5,15.39
2024-01-17,Product_D,Home,West,106.8,7,64.54
2024-01-18,Product_D,Home,West,81.38,1,14.05
2024-01-19,Product_D,Home,West,66.31,1,40.72
2024-01-20,Product_D,Home,West,63.07,2,93.6
2024-01-21,Product_D,Home,West,80.07,3,51.88
2024-01-22,Product_D,Home,West,81.94,7,17.34
2024-01-23,Product_D,Home,West,86.42,4,12.51
2024-01-24,Product_D,Home,West,99.46,2,48.38
2024-01-25,Product_D,Home,West,75.49,2,25.72
2024-01-26,Product_D,Home,West,80.31,3,69.74
2024-01-27,Product_D,Home,West,69.46,1,14.54
2024-01-28,Product_D,Home,West,65.19,1,61.92
2024-01-29,Product_D,Home,West,71.61,2,55.03
2024-01-30,Product_D,Home,West,82.86,6,18.09
2024-01-31,Product_D,Home,West,99.97,2,40.69
2024-02-01,Product_D,Home,West,98.8,2,46.59
2024-02-02,Product_D,Home,West,67.12,4,74.32
2024-02-03,Product_D,Home,West,69.96,3,57.29
2024-02-04,Product_D,Home,West,47.4,1,91.02
2024-02-05,Product_D,Home,West,74.15,1,70.87
2024-02-06,Product_D,Home,West,91.42,2,95.13
2024-02-07,Product_D,Home,West,85.53,3,10.1
2024-02-08,Product_D,Home,West,77.14,3,29.61
2024-02-09,Product_D,Home,West,66.81,1,67.03
2024-02-10,Product_D,Home,West,68.3,2,11.46
2024-02-11,Product_D,Home,West,66.4,1,39.12
2024-02-12,Product_D,Home,West,57.62,1,60.09
2024-02-13,Product_D,Home,West,70.52,2,22.11
2024-02-14,Product_D,Home,West,88.56,6,84.84
2024-02-15,Product_D,Home,West,91.09,1,68.48
2024-02-16,Product_D,Home,West,46.02,3,46.18
2024-02-17,Product_D,Home,West,60.38,1,80.18
2024-02-18,Product_D,Home,West,63.01,4,10.0
2024-02-19,Product_D,Home,West,93.88,2,42.09
2024-02-20,Product_D,Home,West,87.88,4,11.16
2024-02-21,Product_D,Home,West,98.45,3,86.6
2024-02-22,Product_D,Home,West,87.92,1,60.92
2024-02-23,Product_D,Home,West,52.19,1,17.66
2024-02-24,Product_D,Home,West,73.06,2,44.2
2024-02-25,Product_D,Home,West,70.43,2,44.99
2024-02-26,Product_D,Home,West,85.08,4,18.55
2024-02-27,Product_D,Home,West,130.99,5,18.7
2024-02-28,Product_D,Home,West,73.78,4,98.86
2024-02-29,Product_D,Home,West,103.76,3,57.87
2024-03-01,Product_D,Home,West,70.62,1,99.6
2024-03-02,Product_D,Home,West,68.25,2,83.12
2024-03-03,Product_D,Home,West,67.82,2,37.52
2024-03-04,Product_D,Home,West,75.76,2,70.53
2024-03-05,Product_D,Home,West,86.03,2,38.37
2024-03-06,Product_D,Home,West,97.92,6,66.92
2024-03-07,Product_D,Home,West,71.34,4,62.06
2024-03-08,Product_D,Home,West,81.0,2,73.06
2024-03-09,Product_D,Home,West,61.21,1,88.56
2024-03-10,Product_D,Home,West,56.97,1,75.72
2024-03-11,Product_D,Home,West,75.5,2,26.8
2024-03-12,Product_D,Home,West,104.3,9,35.61
2024-03-13,Product_D,Home,West,89.27,3,65.54
2024-03-14,Product_D,Home,West,90.09,2,27.66
2024-03-15,Product_D,Home,West,66.18,4,96.71
2024-03-16,Product_D,Home,West,72.96,5,53.06
2024-03-17,Product_D,Home,West,75.13,2,58.72
2024-03-18,Product_D,Home,West,98.49,7,15.13
2024-03-19,Product_D,Home,West,89.97,6,62.7
2024-03-20,Product_D,Home,West,101.31,3,31.04
2024-03-21,Product_D,Home,West,87.49,2,83.81
2024-03-22,Product_D,Home,West,86.45,7,54.83
2024-03-23,Product_D,Home,West,58.19,1,32.71
2024-03-24,Product_D,Home,West,75.72,3,65.23
2024-03-25,Product_D,Home,West,78.05,1,82.89
2024-03-26,Product_D,Home,West,91.09,2,75.72
2024-03-27,Product_D,Home,West,95.54,3,67.69
2024-03-28,Product_D,Home,West,89.03,3,27.09
2024-03-29,Product_D,Home,West,72.33,1,60.08
2024-03-30,Product_D,Home,West,67.52,2,92.02
2024-03-31,Product_D,Home,West,84.05,7,38.42
2024-04-01,Product_D,Home,West,89.85,7,78.99
2024-04-02,Product_D,Home,West,100.42,2,39.82
2024-04-03,Product_D,Home,West,90.07,2,45.63
2024-04-04,Product_D,Home,West,77.62,1,50.88
2024-04-05,Product_D,Home,West,83.04,3,94.13
2024-04-06,Product_D,Home,West,74.14,3,20.84
2024-04-07,Product_D,Home,West,83.0,2,97.24
2024-04-08,Product_D,Home,West,73.96,2,15.58
2024-04-09,Product_D,Home,West,89.43,3,55.53
2024-04-10,Product_D,Home,West,78.23,4,69.23
2024-04-11,Product_D,Home,West,82.58,1,50.66
2024-04-12,Product_D,Home,West,83.46,3,46.06
2024-04-13,Product_D,Home,West,60.71,4,89.49
2024-04-14,Product_D,Home,West,74.68,2,44.85
2024-04-15,Product_D,Home,West,78.09,2,49.78
2024-04-16,Product_D,Home,West,94.97,2,15.53
2024-04-17,Product_D,Home,West,83.15,1,94.65
2024-04-18,Product_D,Home,West,87.36,2,95.91
2024-04-19,Product_D,Home,West,43.58,2,52.97
2024-04-20,Product_D,Home,West,63.51,1,62.36
2024-04-21,Product_D,Home,West,51.97,1,40.43
2024-04-22,Product_D,Home,West,92.06,6,45.26
2024-04-23,Product_D,Home,West,99.5,6,76.09
2024-04-24,Product_D,Home,West,99.29,5,15.27
2024-04-25,Product_D,Home,West,101.72,3,63.57
2024-04-26,Product_D,Home,West,64.0,1,61.93
2024-04-27,Product_D,Home,West,82.85,3,82.27
2024-04-28,Product_D,Home,West,77.59,2,17.14
2024-04-29,Product_D,Home,West,77.63,2,91.72
2024-04-30,Product_D,Home,West,103.08,3,36.67
2024-05-01,Product_D,Home,West,83.56,5,23.63
2024-05-02,Product_D,Home,West,78.26,2,63.61
2024-05-03,Product_D,Home,West,67.41,5,94.56
2024-05-04,Product_D,Home,West,60.09,1,62.8
2024-05-05,Product_D,Home,West,57.71,1,17.22
2024-05-06,Product_D,Home,West,92.23,3,66.71
2024-05-07,Product_D,Home,West,89.14,2,80.51
2024-05-08,Product_D,Home,West,98.15,4,94.68
2024-05-09,Product_D,Home,West,80.8,5,88.76
2024-05-10,Product_D,Home,West,55.29,1,25.94
2024-05-11,Product_D,Home,West,68.08,1,13.63
2024-05-12,Product_D,Home,West,49.15,1,56.47
2024-05-13,Product_D,Home,West,79.31,2,94.23
2024-05-14,Product_D,Home,West,78.04,2,53.32
2024-05-15,Product_D,Home,West,114.5,2,95.55
2024-05-16,Product_D,Home,West,95.62,8,98.43
2024-05-17,Product_D,Home,West,74.55,5,83.29
2024-05-18,Product_D,Home,West,78.01,3,21.9
2024-05-19,Product_D,Home,West,59.81,2,67.96
2024-05-20,Product_D,Home,West,85.43,3,14.91
2024-05-21,Product_D,Home,West,93.73,2,91.22
2024-05-22,Product_D,Home,West,97.26,3,29.47
2024-05-23,Product_D,Home,West,99.23,3,14.35
2024-05-24,Product_D,Home,West,80.82,1,84.37
2024-05-25,Product_D,Home,West,68.26,2,41.78
2024-05-26,Product_D,Home,West,51.72,1,59.92
2024-05-27,Product_D,Home,West,70.4,1,66.83
2024-05-28,Product_D,Home,West,90.5,2,63.87
2024-05-29,Product_D,Home,West,95.56,3,96.22
2024-05-30,Product_D,Home,West,75.21,2,64.46
2024-05-31,Product_D,Home,West,97.61,5,66.31
2024-06-01,Product_D,Home,West,80.54,2,26.64
2024-06-02,Product_D,Home,West,74.29,5,64.39
2024-06-03,Product_D,Home,West,80.72,1,57.11
2024-06-04,Product_D,Home,West,89.61,4,69.99
2024-06-05,Product_D,Home,West,85.1,6,49.77
2024-06-06,Product_D,Home,West,87.28,5,26.6
2024-06-07,Product_D,Home,West,76.07,4,44.8
2024-06-08,Product_D,Home,West,52.96,4,45.8
2024-06-09,Product_D,Home,West,71.61,2,53.5
2024-06-10,Product_D,Home,West,78.45,3,85.52
2024-06-11,Product_D,Home,West,72.65,4,55.51
2024-06-12,Product_D,Home,West,86.02,6,16.4
2024-06-13,Product_D,Home,West,82.37,2,60.94
2024-06-14,Product_D,Home,West,92.37,2,60.21
2024-06-15,Product_D,Home,West,70.94,1,14.38
2024-06-16,Product_D,Home,West,54.92,3,13.97
2024-06-17,Product_D,Home,West,84.86,4,58.71
2024-06-18,Product_D,Home,West,76.25,2,14.1
2024-06-19,Product_D,Home,West,105.45,2,85.79
2024-06-20,Product_D,Home,West,81.8,3,16.95
2024-06-21,Product_D,Home,West,72.56,4,21.42
2024-06-22,Product_D,Home,West,78.63,5,56.67
2024-06-23,Product_D,Home,West,55.4,2,42.23
2024-06-24,Product_D,Home,West,66.03,1,71.59
2024-06-25,Product_D,Home,West,85.89,1,22.83
2024-06-26,Product_D,Home,West,105.01,4,59.93
2024-06-27,Product_D,Home,West,71.31,5,10.38
2024-06-28,Product_D,Home,West,45.17,1,67.76
2024-06-29,Product_D,Home,West,60.86,2,54.07
2024-06-30,Product_D,Home,West,73.79,2,12.16
2024-07-01,Product_D,Home,West,92.0,3,25.94
2024-07-02,Product_D,Home,West,87.1,6,96.1
2024-07-03,Product_D,Home,West,90.51,2,75.58
2024-07-04,Product_D,Home,West,98.05,4,45.38
2024-07-05,Product_D,Home,West,54.79,2,18.73
2024-07-06,Product_D,Home,West,61.49,3,81.78
2024-07-07,Product_D,Home,West,70.18,1,59.22
2024-07-08,Product_D,Home,West,84.49,2,93.02
2024-07-09,Product_D,Home,West,86.63,6,35.25
2024-07-10,Product_D,Home,West,94.97,3,80.42
2024-07-11,Product_D,Home,West,61.62,1,31.66
2024-07-12,Product_D,Home,West,66.91,1,84.76
2024-07-13,Product_D,Home,West,69.91,3,45.94
2024-07-14,Product_D,Home,West,58.45,2,98.04
2024-07-15,Product_D,Home,West,80.59,4,81.92
2024-07-16,Product_D,Home,West,96.2,4,75.78
2024-07-17,Product_D,Home,West,91.2,3,62.05
2024-07-18,Product_D,Home,West,88.21,2,82.37
2024-07-19,Product_D,Home,West,63.86,1,15.37
2024-07-20,Product_D,Home,West,63.31,1,22.6
2024-07-21,Product_D,Home,West,74.37,2,59.37
2024-07-22,Product_D,Home,West,81.57,3,56.77
2024-07-23,Product_D,Home,West,85.86,1,22.17
2024-07-24,Product_D,Home,West,96.87,2,45.64
2024-07-25,Product_D,Home,West,93.65,6,24.29
2024-07-26,Product_D,Home,West,52.99,1,89.16
2024-07-27,Product_D,Home,West,76.97,1,99.24
2024-07-28,Product_D,Home,West,64.91,3,41.99
2024-07-29,Product_D,Home,West,84.25,2,53.54
2024-07-30,Product_D,Home,West,103.7,3,42.2
2024-07-31,Product_D,Home,West,80.91,2,61.8
2024-08-01,Product_D,Home,West,79.41,4,52.46
2024-08-02,Product_D,Home,West,70.61,2,61.33
2024-08-03,Product_D,Home,West,57.54,3,76.8
2024-08-04,Product_D,Home,West,85.62,7,41.93
2024-08-05,Product_D,Home,West,71.43,1,60.75
2024-08-06,Product_D,Home,West,86.17,4,72.55
2024-08-07,Product_D,Home,West,96.67,2,81.66
2024-08-08,Product_D,Home,West,74.49,1,64.91
2024-08-09,Product_D,Home,West,69.53,2,21.99
2024-08-10,Product_D,Home,West,68.55,3,47.72
2024-08-11,Product_D,Home,West,64.94,1,56.23
2024-08-12,Product_D,Home,West,79.07,3,10.58
2024-08-13,Product_D,Home,West,86.43,2,35.71
2024-08-14,Product_D,Home,West,79.48,2,12.16
2024-08-15,Product_D,Home,West,89.72,2,94.73
2024-08-16,Product_D,Home,West,91.04,5,52.45
2024-08-17,Product_D,Home,West,65.56,4,66.31
2024-08-18,Product_D,Home,West,70.53,2,46.66
2024-08-19,Product_D,Home,West,86.93,2,90.69
2024-08-20,Product_D,Home,West,79.03,4,12.03
2024-08-21,Product_D,Home,West,111.65,2,61.94
2024-08-22,Product_D,Home,West,88.53,1,63.73
2024-08-23,Product_D,Home,West,89.81,2,48.67
2024-08-24,Product_D,Home,West,58.05,1,92.17
2024-08-25,Product_D,Home,West,86.45,2,26.27
2024-08-26,Product_D,Home,West,87.75,4,27.88
2024-08-27,Product_D,Home,West,97.26,4,37.58
2024-08-28,Product_D,Home,West,96.96,3,62.92
2024-08-29,Product_D,Home,West,84.02,3,65.39
2024-08-30,Product_D,Home,West,85.5,6,17.9
2024-08-31,Product_D,Home,West,66.78,3,56.63
2024-09-01,Product_D,Home,West,48.6,2,35.5
2024-09-02,Product_D,Home,West,68.83,2,83.07
2024-09-03,Product_D,Home,West,89.87,8,68.44
2024-09-04,Product_D,Home,West,97.72,2,81.88
2024-09-05,Product_D,Home,West,85.94,1,11.81
2024-09-06,Product_D,Home,West,85.68,5,89.76
2024-09-07,Product_D,Home,West,45.87,1,60.81
2024-09-08,Product_D,Home,West,69.71,1,71.12
2024-09-09,Product_D,Home,West,61.82,1,99.73
2024-09-10,Product_D,Home,West,99.32,2,35.85
2024-09-11,Product_D,Home,West,93.68,2,14.43
2024-09-12,Product_D,Home,West,90.7,4,90.76
2024-09-13,Product_D,Home,West,64.85,3,29.86
2024-09-14,Product_D,Home,West,78.17,5,87.32
2024-09-15,Product_D,Home,West,78.69,2,70.74
2024-09-16,Product_D,Home,West,85.84,4,78.22
2024-09-17,Product_D,Home,West,90.43,2,38.13
2024-09-18,Product_D,Home,West,100.42,3,28.87
2024-09-19,Product_D,Home,West,79.44,1,68.1
2024-09-20,Product_D,Home,West,82.05,1,37.3
2024-09-21,Product_D,Home,West,81.87,1,78.93
2024-09-22,Product_D,Home,West,78.98,2,96.91
2024-09-23,Product_D,Home,West,72.7,2,21.76
2024-09-24,Product_D,Home,West,95.34,2,75.64
2024-09-25,Product_D,Home,West,81.69,2,28.61
2024-09-26,Product_D,Home,West,92.23,3,38.1
2024-09-27,Product_D,Home,West,78.0,2,68.07
2024-09-28,Product_D,Home,West,46.68,1,30.9
2024-09-29,Product_D,Home,West,56.65,2,34.22
2024-09-30,Product_D,Home,West,77.17,4,80.5
2024-10-01,Product_D,Home,West,88.72,1,43.32
2024-10-02,Product_D,Home,West,82.53,2,90.73
2024-10-03,Product_D,Home,West,90.4,2,26.45
2024-10-04,Product_D,Home,West,76.01,1,43.9
2024-10-05,Product_D,Home,West,63.43,2,15.62
2024-10-06,Product_D,Home,West,60.71,2,19.81
2024-10-07,Product_D,Home,West,90.49,4,38.52
2024-10-08,Product_D,Home,West,108.28,2,88.79
2024-10-09,Product_D,Home,West,89.79,4,87.28
2024-10-10,Product_D,Home,West,80.39,1,78.82
2024-10-11,Product_D,Home,West,78.4,4,72.13
2024-10-12,Product_D,Home,West,61.8,1,71.43
2024-10-13,Product_D,Home,West,66.88,2,55.05
2024-10-14,Product_D,Home,West,87.4,2,55.95
2024-10-15,Product_D,Home,West,72.63,4,38.09
2024-10-16,Product_D,Home,West,107.81,2,87.53
2024-10-17,Product_D,Home,West,87.24,5,95.71
2024-10-18,Product_D,Home,West,69.38,2,69.61
2024-10-19,Product_D,Home,West,64.48,1,83.08
2024-10-20,Product_D,Home,West,67.9,1,38.16
2024-10-21,Product_D,Home,West,62.69,1,21.85
2024-10-22,Product_D,Home,West,106.68,2,76.78
2024-10-23,Product_D,Home,West,95.04,2,32.71
2024-10-24,Product_D,Home,West,90.94,2,25.2
2024-10-25,Product_D,Home,West,83.01,6,74.57
2024-10-26,Product_D,Home,West,55.16,1,86.42
2024-10-27,Product_D,Home,West,73.01,2,25.15
2024-10-28,Product_D,Home,West,77.32,1,59.4
2024-10-29,Product_D,Home,West,100.2,5,74.83
2024-10-30,Product_D,Home,West,73.35,2,64.39
2024-10-31,Product_D,Home,West,85.52,3,84.58
2024-11-01,Product_D,Home,West,67.46,1,73.84
2024-11-02,Product_D,Home,West,69.7,4,85.5
2024-11-03,Product_D,Home,West,72.97,1,72.73
2024-11-04,Product_D,Home,West,72.92,2,89.14
2024-11-05,Product_D,Home,West,84.61,2,20.13
2024-11-06,Product_D,Home,West,93.52,3,89.77
2024-11-07,Product_D,Home,West,77.54,6,96.53
2024-11-08,Product_D,Home,West,81.91,2,66.82
2024-11-09,Product_D,Home,West,61.68,2,32.39
2024-11-10,Product_D,Home,West,39.2,0,36.84
2024-11-11,Product_D,Home,West,76.25,1,45.38
2024-11-12,Product_D,Home,West,81.34,5,10.96
2024-11-13,Product_D,Home,West,78.31,2,97.82
2024-11-14,Product_D,Home,West,74.13,2,42.15
2024-11-15,Product_D,Home,West,74.59,3,56.85
2024-11-16,Product_D,Home,West,78.66,2,89.19
2024-11-17,Product_D,Home,West,71.4,2,55.7
2024-11-18,Product_D,Home,West,73.93,4,98.45
2024-11-19,Product_D,Home,West,96.29,4,16.6
2024-11-20,Product_D,Home,West,90.03,2,63.58
2024-11-21,Product_D,Home,West,79.56,2,48.0
2024-11-22,Product_D,Home,West,61.95,1,27.61
2024-11-23,Product_D,Home,West,47.86,1,68.39
2024-11-24,Product_D,Home,West,64.37,2,51.22
2024-11-25,Product_D,Home,West,81.58,4,77.69
2024-11-26,Product_D,Home,West,90.76,2,38.88
2024-11-27,Product_D,Home,West,90.46,2,99.62
2024-11-28,Product_D,Home,West,77.05,2,92.86
2024-11-29,Product_D,Home,West,79.57,3,14.93
2024-11-30,Product_D,Home,West,52.2,2,47.68
2024-12-01,Product_D,Home,West,76.03,4,10.02
2024-12-02,Product_D,Home,West,69.98,1,85.95
2024-12-03,Product_D,Home,West,84.2,2,25.1
2024-12-04,Product_D,Home,West,79.96,5,16.08
2024-12-05,Product_D,Home,West,81.49,2,93.59
2024-12-06,Product_D,Home,West,83.24,3,20.72
2024-12-07,Product_D,Home,West,70.53,2,41.39
2024-12-08,Product_D,Home,West,78.06,3,65.92
2024-12-09,Product_D,Home,West,85.22,2,19.95
2024-12-10,Product_D,Home,West,80.69,7,99.49
2024-12-11,Product_D,Home,West,91.32,4,14.84
2024-12-12,Product_D,Home,West,78.71,4,13.51
2024-12-13,Product_D,Home,West,86.8,3,82.22
2024-12-14,Product_D,Home,West,53.41,2,49.98
2024-12-15,Product_D,Home,West,77.21,2,55.8
2024-12-16,Product_D,Home,West,88.93,2,87.94
2024-12-17,Product_D,Home,West,110.02,10,80.02
2024-12-18,Product_D,Home,West,90.53,3,99.0
2024-12-19,Product_D,Home,West,93.63,3,98.82
2024-12-20,Product_D,Home,West,96.31,2,32.37
2024-12-21,Product_D,Home,West,59.2,1,99.29
2024-12-22,Product_D,Home,West,52.92,1,18.76
2024-12-23,Product_D,Home,West,61.2,1,41.1
2024-12-24,Product_D,Home,West,98.85,9,46.31
2024-12-25,Product_D,Home,West,75.79,3,83.7
2024-12-26,Product_D,Home,West,82.79,3,84.48
2024-12-27,Product_D,Home,West,77.86,7,37.7
2024-12-28,Product_D,Home,West,67.23,3,31.02
2024-12-29,Product_D,Home,West,72.53,5,26.84
2024-12-30,Product_D,Home,West,82.22,2,36.22
2024-12-31,Product_D,Home,West,104.52,3,43.92
2024-01-01,Product_E,Clothing,Central,101.79,2,37.14
2024-01-02,Product_E,Clothing,Central,170.39,9,37.34
2024-01-03,Product_E,Clothing,Central,198.14,14,22.95
2024-01-04,Product_E,Clothing,Central,186.39,13,48.06
2024-01-05,Product_E,Clothing,Central,153.7,3,22.72
2024-01-06,Product_E,Clothing,Central,156.23,10,67.91
